MSENCLI,MSENDOS,EntryDate,Phase,Branch,Outstanding,fkCredit,DueDate,PhaseExit,ExitDate,ES_Event,TODU_EXIT,DREG_EXIT,LastPaymentDate,SRFACBASE,PostponementAuto,PostponementManual,Litigation,LitigationDate,DPD180,Dpd_Date,CriterionDate,CriterionOutst,Criterion_0M,Criterion_1M,Criterion_2M,Criterion_3M,Criterion_4M,Criterion_5M,Criterion_6M,Criterion_7M,Criterion_8M,Criterion_9M,Criterion_10M,Criterion_11M,Criterion_12M,Criterion_13M,Criterion_14M,Criterion_15M,Criterion_16M,Criterion_17M,Criterion_18M,Criterion_19M,Criterion_20M,Criterion_Ph2Amount_0M,Criterion_Ph2Amount_1M,Criterion_Ph2Amount_2M,Criterion_Ph2Amount_3M,Criterion_Ph2Amount_4M,Criterion_Ph2Amount_5M,Criterion_Ph2Amount_6M,Criterion_Ph2Amount_7M,Criterion_Ph2Amount_8M,Criterion_Ph2Amount_9M,Criterion_Ph2Amount_10M,Criterion_Ph2Amount_11M,Criterion_Ph2Amount_12M,Criterion_Ph2Amount_13M,Criterion_Ph2Amount_14M,Criterion_Ph2Amount_15M,Criterion_Ph2Amount_16M,Criterion_Ph2Amount_17M,Criterion_Ph2Amount_18M,Criterion_Ph2Amount_19M,Criterion_Ph2Amount_20M,Criterion_Amount_0M,Criterion_Amount_1M,Criterion_Amount_2M,Criterion_Amount_3M,Criterion_Amount_4M,Criterion_Amount_5M,Criterion_Amount_6M,Criterion_Amount_7M,Criterion_Amount_8M,Criterion_Amount_9M,Criterion_Amount_10M,Criterion_Amount_11M,Criterion_Amount_12M,Criterion_Amount_13M,Criterion_Amount_14M,Criterion_Amount_15M,Criterion_Amount_16M,Criterion_Amount_17M,Criterion_Amount_18M,Criterion_Amount_19M,Criterion_Amount_20M,ID,MSECTERM,MSENCLI.1,MSENDOS.1,SEANCPROF,SEBMENS,SEBMONTSSR,SEBMONTSSR12M,SEBREPORT,SEBREPRCVT,SEBRGEAT,SECARDIFCOMP,SECCSP,SECHAB,SECLCCRECH,SECLICMARQUEURA,SECLTRAITA,SECMOMENT,SECPOSA,SECPOSP,SECPRODBASE,SECPRODCOM,SECPSA,SECPTBAD,SECPTGOOD,SECPTINTERM,SECPTT,SECRCVTB,SECSITFAM,SECTEL,SECTRA,SECTYPEPROD,SECTYPEV,SEDATEVERS,SEDBILL,SEDCONT,SEDDERSSR,SEDDFIN,SEDDREG,SEDDREPORT,SEDECH1,SEDECHSE,SEDECOUVERT,SEDFIN,SEDFINTMAS,SEDJOUR,SEDNAIS,SEDOCCRECH,SEDOPHASEA,SEDOSCMARQUEURA,SEDOSCMARQUEURP,SEDOSDMARQUEURA,SEDOTRAITA,SEDPHASEA,SEDSORT,SEDTOMB,SEINACT,SEINDRPSSR,SEMCRD,SEMDMA,SEMDREG,SEMIR,SEMIRSSR,SEMMENS,SEMMENSP,SEMREGORIG,SEMREGSSR,SEMREPENR,SEMREPORTE,SEMSREC,SEMSRECAGIOS,SEMSRECCAP,SEMSRECCOTI,SEMSRECDIVERS,SEMSRECRET,SEMTME,SENAGCRCVT,SENAGCRCVTCLI,SENBDOS,SENBPLAN,SENOCOMDERN,SEPHASE,SEPHASEA,SEPHASEP,SEPHDDERN__2,SEPHDDERN__3,SEPHDDERN__4,SEPHDDERN__5,SEPHDDERN__7,SEPHNBORIG__2,SEPHNBORIG__4,SEPHNBORIG__7,SEPHNBORIG,SEPOSCLIA,SEPRCFAC,SEPRCPLAN,SEQUANT,SERGCPAI1,SERGNAT,SERPDATE,SESCENARIO,SETODUCLT,SETODUDOSS,SEVIEINACTC,SRCALERT,SRCCRECH,SRCLICMARQUEURA,SRCODIVR,SRCODSMS,SRCPP,SRCTRAAC,SRCTRADA,SRDFINTMAS,SRDOSCMARQUEURA,SRDOSOUTS,SRECHAAMMJJ,SRFACBASE.1,SRFACTX,SRIRBASE,SRIRTX,SRMTPP,SRNAGCRCVT,SRNAGCRCVTCLI,SRNBATT,SRNOLET,SRPHASEA,SRSCENARIO,SRSCOREPHA,SRTRAITA,SRVERSION,SEMAXDPDEVER,SECURRENTDPD,SEPHNBORIG__3,MM_EntryDate_LastPayment,MM_SEDDERSSR_EntryDate,MM_SEDDREG_EntryDate,MM_SEDDREPORT_EntryDate,MM_SEDECH1_EntryDate,MM_SEDFIN_EntryDate,YY_SEDNAIS_EntryDate,MM_SEDPHASEA_EntryDate,EntryMonth
4303250171,43032501719001,09/01/2018,2,507,1278.66,6850913.0,20,0,,,0.0,0.0,,,0,0,1.0,06/06/2020,,,06/06/2020,806.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19951489,     ,4303250171,43032500000000.0,4,33,3,0,0,0,7,0,16,E,0,5,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,214,O,1,2,X,CL ,ECH ,2013015,01/01/1900,01/01/1900,07/30/2018,01/01/1900,08/28/2018,01/01/1900,03/20/2018,09/01/2018,139900,02/08/2018,01/01/1900,09/01/2018,12/17/1990,0,7,0,5,09/01/2018,T,07/30/2018,07/10/2018,09/20/2018,0,0,121931,0,5935,0,0,5935,5935,29675,5935,0,0,-5935,0,-5935,0,0,0,35610,504,504,1,0,0,7.777e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,07/30/2018,0,0,3,3,   ,X,X,20,S,5,01/01/1900,0,127866,127866,0,0,0,0,0,955205,0,0,0,0,0,I,11/01/2018,0,0,0,0,0,507,507,0,955013,2,0,31336,T,130,,,0.0,,2,1,999,6,7,28,2,2018-09
4208354896,42083548969001,12/01/2018,2,507,2948.78,6975728.0,20,1,12/11/2018,REGL,2746.78,202.0,12/10/2018,0,0,0,1.0,06/07/2019,,,06/07/2019,2689.48,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2948.78,2948.78,2948.78,2948.78,2948.78,2948.78,2948.78,2948.78,2948.78,2948.78,2948.78,2948.78,2948.78,2948.78,2948.78,0.0,0.0,0.0,0.0,0.0,0.0,2689.48,2689.48,2689.48,2689.48,2689.48,2689.48,2689.48,2689.48,2689.48,2689.48,2689.48,2689.48,2689.48,2689.48,2689.48,21016753,     ,4208354896,42083500000000.0,0,24,4,0,0,0,6,0,23,J,0,4,T,RCVT,RET,ENC,PPP ,PLUS,0,0,0,0,378,J,1,3,X,CL ,ECH ,2013015,01/01/1900,11/30/2018,10/29/2018,01/01/1900,11/27/2018,01/01/1900,07/20/2018,12/01/2018,320000,05/21/2018,01/01/1900,12/01/2018,10/05/1976,0,7,0,4,12/01/2018,T,10/29/2018,10/17/2018,12/20/2018,0,0,274717,0,20020,0,0,20181,20181,80744,20020,0,0,-20161,0,-20161,0,0,0,100905,501,501,2,0,0,7.7777e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,10/29/2018,0,0,4,4,   ,X,X,20,S,1,01/01/1900,0,347448,294878,0,0,0,0,0,955205,0,0,0,0,0,I,02/01/2019,0,0,0,0,0,507,507,0,955013,2,0,25407,T,132,,,0.0,0.0,2,1,999,5,7,42,2,2018-12
4208191819,42081918199002,04/01/2019,2,506,2804.86,7084444.0,20,1,05/22/2019,REGL,2530.64,152.5,05/21/2019,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22195289,     ,4208191819,42081900000000.0,7,36,4,0,0,0,8,0,2,I,0,90,T,RCVT,RET,ENC,PPP ,PLUS,0,0,0,0,400,K,1,2,X,CL ,ECH ,2013015,01/01/1900,03/28/2019,02/28/2019,01/01/1900,03/26/2019,01/01/1900,09/20/2018,04/01/2019,300000,08/10/2018,01/01/1900,04/01/2019,05/04/1976,0,7,0,90,04/01/2019,T,02/28/2019,01/31/2019,04/20/2019,0,0,265236,0,15250,0,0,15250,15250,91500,15250,0,0,-15250,-3744,-11506,0,0,0,106750,501,501,1,0,0,7.77777e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,02/28/2019,0,0,4,4,   ,X,X,20,S,5,01/01/1900,0,280486,280486,0,0,0,0,0,955205,0,0,0,0,0,I,04/08/2019,0,0,0,0,0,506,506,0,955013,2,0,35288,C,134,,,0.0,1.0,2,1,999,7,8,43,2,2019-04
4303441697,43034416979003,04/01/2019,2,507,3209.76,7130183.0,5,1,05/30/2019,REP ,2718.18,315.0,05/28/2019,0,0,1,1.0,07/14/2020,,,07/14/2020,683.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3209.76,3209.76,3209.76,3209.76,3209.76,3209.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.72,683.72,683.72,683.72,683.72,683.72,22223444,     ,4303441697,43034400000000.0,5,16,4,1,0,0,6,0,4,A,0,80,T,RCVT,RET,ENC,PPP ,EXT ,0,0,0,0,400,J,1,2,X,CL ,ECH ,2010001,01/01/1900,03/28/2019,03/13/2019,01/01/1900,02/27/2019,01/01/1900,11/05/2018,04/01/2019,400000,09/14/2018,01/01/1900,04/01/2019,09/20/1983,0,7,0,80,03/04/2019,T,03/13/2019,02/28/2019,04/05/2019,1,0,289664,0,31312,0,0,31312,31312,125248,0,0,0,-31312,-5287,-23785,0,0,0,156560,502,502,1,0,0,7.7277e+23,7,0,01/02/2019,01/01/1900,01/01/1900,01/01/1900,03/13/2019,1,0,4,5,   ,X,X,5,X,0,01/01/1900,0,320976,320976,0,0,0,0,0,0,0,0,0,0,0,I,06/01/2019,0,0,0,0,0,507,507,0,955013,2,0,28424,T,134,,,0.0,1.0,1,2,999,5,7,36,1,2019-04
4208994162,42089941629007,01/02/2020,2,506,128.0,7263258.0,5,0,,,0.0,0.0,,,0,0,1.0,05/08/2020,,,05/08/2020,128.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,0.0,0.0,0.0,0.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,9938528,     ,4208994162,42089900000000.0,1,12,6,1,1,1,13,0,12,M,0,5,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,600,F,2,2,X,CL ,ECH ,2013015,01/01/1900,12/10/2019,12/04/2019,01/01/1900,11/26/2019,07/24/2019,01/05/2019,01/02/2020,70741,12/05/2018,01/01/1900,01/02/2020,07/04/1978,0,7,0,5,12/04/2019,T,12/04/2019,11/27/2019,01/05/2020,1,0,6198,0,6500,0,0,6602,6602,66424,0,6198,6198,-6602,-115,-6487,0,0,0,79224,505,505,2,0,0,7.77003e+23,7,0,08/07/2019,09/09/2019,01/01/1900,01/01/1900,12/04/2019,2,0,4,7,   ,X,X,5,X,0,07/24/2019,0,93125,12800,0,0,0,0,0,0,0,0,0,0,0,I,01/09/2020,0,0,0,0,0,506,506,0,955013,2,0,20816,C,136,49.0,26.0,,,1,2,6,12,13,42,1,2020-01
4201744978,42017449789001,01/02/2019,2,506,519.74,7009684.0,20,1,01/16/2019,REGL,467.25,52.49,01/15/2019,0,0,0,1.0,07/04/2019,,,07/04/2019,513.95,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,519.74,519.74,519.74,519.74,519.74,519.74,519.74,519.74,519.74,519.74,519.74,519.74,519.74,519.74,519.74,0.0,0.0,0.0,0.0,0.0,0.0,513.95,513.95,513.95,513.95,513.95,513.95,513.95,513.95,513.95,513.95,513.95,513.95,513.95,513.95,513.95,21298348,     ,4201744978,42017400000000.0,15,16,4,0,0,0,7,0,20,B,0,5,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,400,K,4,2,X,CL ,ECH ,2013015,01/01/1900,01/01/1900,11/28/2018,01/01/1900,12/20/2018,01/01/1900,07/20/2018,01/02/2019,70000,06/20/2018,01/01/1900,01/02/2019,11/10/1953,0,7,0,5,01/02/2019,T,11/28/2018,11/05/2018,01/20/2019,0,0,46725,0,5249,0,0,5249,5249,26245,5249,0,0,-5249,0,-5249,0,0,0,31494,504,504,1,0,0,7.77707e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,11/28/2018,0,0,4,4,   ,X,X,20,S,5,01/01/1900,0,51974,51974,0,0,0,0,0,955205,0,0,0,0,0,I,01/09/2019,0,0,0,0,0,506,506,0,955013,2,0,29468,C,132,,,0.0,0.0,2,1,999,6,7,66,2,2019-01
4300404284,43004042841100,05/02/2019,2,507,1602.81,6430654.0,1,1,05/23/2019,REGL,1242.81,240.0,05/22/2019,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22693351,     ,4300404284,43004000000000.0,0,0,2,0,0,0,9,0,15,J,0,5,T,RCVT,RET,ENC,CP  ,CA7 ,0,0,0,0,473,H,2,2,X,CP ,ECH ,2013015,05/15/2019,04/24/2019,04/09/2019,02/22/2019,03/19/2019,01/01/1900,01/01/1900,05/02/2019,150000,04/04/2017,01/01/1900,05/02/2019,07/03/1962,0,7,0,5,03/31/2019,T,04/09/2019,03/20/2019,06/01/2019,1,0,136287,150000,12000,0,0,12000,12000,205000,0,0,0,-23994,-9049,-12255,0,-800,0,0,502,502,1,0,0,7.77e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,04/09/2019,0,0,2,2,   ,X,X,1,X,0,01/01/1900,0,160281,160281,0,0,0,0,0,955205,0,0,0,0,0,I,07/01/2019,0,0,0,0,0,507,507,0,955013,2,0,30329,T,134,,,0.0,0.0,1,2,999,999,25,57,1,2019-05
4302080751,43020807519003,02/01/2019,2,508,5915.38,6465491.0,20,0,,,0.0,0.0,,,0,0,1.0,09/05/2019,,,09/05/2019,6301.35,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5915.38,5915.38,5915.38,5915.38,5915.38,5915.38,5915.38,5915.38,5915.38,5915.38,5915.38,5915.38,5915.38,5915.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6301.35,6301.35,6301.35,6301.35,6301.35,6301.35,6301.35,6301.35,6301.35,6301.35,6301.35,6301.35,6301.35,6301.35,21711779,     ,4302080751,43020800000000.0,0,72,11,2,0,0,21,0,2,A,0,5,T,RCVT,RET,ENC,PPP ,PLUS,0,0,0,0,100,J,1,3,X,CL ,ECH ,2013015,01/01/1900,01/15/2019,12/19/2018,01/01/1900,12/13/2018,01/01/1900,06/20/2017,02/01/2019,600000,05/05/2017,01/01/1900,02/01/2019,09/04/1974,0,7,0,5,12/19/2018,T,02/01/2019,12/14/2018,02/20/2019,2,0,543138,0,24200,0,0,24200,24200,435600,0,0,0,-48400,-33196,-8484,0,0,0,484000,505,508,2,0,0,7.72277e+23,2,7,10/01/2018,12/01/2018,01/01/1900,01/01/1900,12/19/2018,3,0,11,15,   ,X,X,20,X,0,01/01/1900,0,668502,591538,1,0,0,0,0,955205,0,0,0,0,0,I,04/01/2019,0,0,0,0,0,508,508,0,955013,2,0,26154,T,133,,,1.0,,2,2,999,20,21,45,0,2019-02
4303958096,43039580961100,07/01/2019,2,507,553.61,7238759.0,1,0,,,0.0,0.0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23349125,     ,4303958096,43039600000000.0,1,0,2,1,4,0,9,0,2,N,0,5,T,RCVT,RET,ENC,CP  ,CA7 ,0,0,0,0,222,G,3,2,X,CP ,ECH ,2013015,07/15/2019,06/13/2019,06/10/2019,03/11/2019,05/28/2019,05/31/2019,01/01/1900,07/01/2019,100000,11/22/2018,01/01/1900,07/01/2019,10/27/1957,0,7,0,5,05/31/2019,T,06/10/2019,05/29/2019,08/01/2019,1,0,43400,100000,12000,0,0,6000,6000,-11374,0,0,52645,-11961,-1108,-10131,0,-400,0,0,501,501,1,0,0,7.277e+23,7,0,05/02/2019,01/01/1900,01/01/1900,01/01/1900,06/10/2019,1,0,2,3,   ,X,X,1,X,0,01/01/1900,0,55361,55361,0,0,0,0,0,955205,0,0,0,0,0,I,09/01/2019,0,0,0,0,0,507,507,0,955013,2,0,20812,T,134,,,0.0,,1,2,2,999,8,62,1,2019-07
4210282119,42102821199002,01/02/2019,2,506,80.02,7010847.0,20,1,01/04/2019,REGL,0.0,80.02,01/03/2019,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21251874,     ,4210282119,42102800000000.0,2,6,3,0,0,0,7,0,6,E,0,5,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,210,N,2,2,X,CL ,ECH ,2013015,01/01/1900,01/01/1900,11/28/2018,01/01/1900,12/19/2018,01/01/1900,07/20/2018,01/02/2019,43889,06/26/2018,01/01/1900,01/02/2019,02/26/1982,0,7,0,5,01/02/2019,T,11/28/2018,10/01/2018,01/20/2019,0,0,0,0,8002,0,0,8002,8002,40010,8002,0,0,-8002,0,-8002,0,0,0,48012,504,504,1,0,0,7.7077e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,11/28/2018,0,0,3,3,   ,X,X,20,S,5,01/01/1900,0,27390,8002,0,0,0,0,0,955205,0,0,0,0,0,I,01/09/2019,0,0,0,0,0,506,506,0,955013,2,0,38168,C,132,,,0.0,0.0,2,1,999,6,7,37,2,2019-01
4300695675,43006956751100,03/02/2020,2,507,630.51,7612248.0,1,1,03/09/2020,REGL,510.51,120.0,03/06/2020,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10620299,     ,4300695675,43007000000000.0,3,0,1,0,5,0,9,0,18,E,0,5,T,RCVT,RET,ENC,CP  ,CA7 ,0,0,0,0,790,M,3,2,X,CP ,ECH ,2013015,03/13/2020,01/01/1900,02/10/2020,01/01/1900,12/02/2019,02/29/2020,01/01/1900,03/02/2020,200000,08/02/2019,01/01/1900,03/02/2020,01/12/1979,0,7,0,5,01/31/2020,T,02/10/2020,01/01/1900,04/01/2020,1,0,51051,200000,20437,0,0,6000,6000,-61311,0,0,102185,-12000,0,-12000,0,0,0,0,504,504,1,0,0,7.7e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,02/10/2020,0,0,1,1,   ,X,X,1,X,0,01/01/1900,0,63051,63051,0,0,0,0,0,955205,0,0,0,0,0,I,05/01/2020,0,0,0,0,0,507,507,0,955013,2,0,24718,T,137,28.0,28.0,,0.0,1,3,1,999,7,41,1,2020-03
4211996089,42119960891100,08/01/2018,2,507,568.11,6615578.0,1,1,08/31/2018,CART,508.11,60.0,08/03/2018,0,0,0,1.0,03/09/2019,,,03/09/2019,572.4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.11,568.11,568.11,568.11,568.11,568.11,568.11,568.11,568.11,568.11,568.11,568.11,568.11,568.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.4,572.4,572.4,572.4,572.4,572.4,572.4,572.4,572.4,572.4,572.4,572.4,572.4,572.4,19455031,     ,4211996089,42120000000000.0,0,0,2,0,6,0,9,0,21,A,0,5,T,RCVT,RET,ENC,CP  ,CA7 ,0,0,0,0,214,G,3,2,X,CP ,ECH ,2013015,08/15/2018,07/23/2018,07/09/2018,09/27/2017,06/08/2018,03/31/2018,01/01/1900,08/01/2018,100000,09/08/2017,01/01/1900,08/01/2018,09/01/1987,0,7,0,5,06/30/2018,T,07/09/2018,02/27/2018,09/01/2018,1,0,44811,100000,6000,0,0,6000,6000,32944,0,0,34056,-12000,-3118,-8082,0,-800,0,0,501,501,1,0,0,7.70008e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,07/09/2018,0,0,2,2,   ,X,X,1,X,0,01/01/1900,0,56811,56811,0,0,0,0,0,955205,0,0,0,0,0,I,10/01/2018,0,0,0,0,0,507,507,0,955013,2,0,24472,T,130,,,0.0,0.0,1,2,5,999,11,31,1,2018-08
4205999263,42059992631100,05/02/2019,2,506,33.64,6875288.0,1,1,05/13/2019,REGL,0.0,33.64,05/11/2019,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22490266,     ,4205999263,42060000000000.0,5,0,2,0,8,0,9,0,15,J,0,5,C,RCVT,RET,ENC,CP  ,CA7 ,0,0,0,0,285,I,4,3,X,CP ,ECH ,2013015,05/15/2019,01/01/1900,04/03/2019,01/01/1900,03/01/2019,02/28/2019,01/01/1900,05/02/2019,100000,02/28/2018,01/01/1900,05/02/2019,02/13/1970,0,7,0,10,03/31/2019,T,05/02/2019,03/05/2019,06/01/2019,1,0,0,100000,3283,0,0,2893,2493,-883,0,0,19864,-3364,-71,-2493,0,-800,0,0,504,506,2,0,0,7.77e+23,2,7,01/01/1900,01/01/1900,01/01/1900,01/01/1900,04/03/2019,0,0,2,2,   ,X,X,1,X,0,01/01/1900,0,23581,3364,0,0,0,0,0,955205,0,0,0,0,0,I,07/01/2019,0,0,0,0,0,506,506,0,955013,2,0,22559,C,134,,,0.0,0.0,1,2,3,999,15,49,0,2019-05
4303527693,43035276939001,06/01/2019,2,507,944.33,7183801.0,20,1,06/27/2019,REGL,846.16,60.58,06/27/2019,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22893088,     ,4303527693,43035300000000.0,0,24,4,0,0,0,7,0,12,I,0,5,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,100,K,1,2,X,CL ,ECH ,2013015,01/01/1900,05/31/2019,04/22/2019,01/01/1900,05/23/2019,01/01/1900,12/20/2018,06/01/2019,107909,10/26/2018,01/01/1900,06/01/2019,10/16/1991,0,7,0,5,06/01/2019,T,03/28/2019,04/09/2019,06/20/2019,0,0,88561,0,6500,0,0,6186,6186,31244,6500,0,0,-5872,0,-5872,0,0,0,37116,502,502,1,0,0,7.7777e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,04/22/2019,0,0,4,4,   ,X,X,20,S,5,01/01/1900,0,215471,94433,0,0,0,0,0,955205,0,0,0,0,0,I,08/01/2019,0,0,0,0,0,507,507,0,955013,2,0,28595,T,134,,,0.0,0.0,2,1,999,6,8,28,3,2019-06
4212529830,42125298309003,09/02/2019,2,506,1304.63,7053234.0,20,1,09/26/2019,REGL,737.87,591.51,09/26/2019,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23892816,     ,4212529830,42125300000000.0,2,18,7,0,0,0,14,0,18,A,0,5,T,RCVT,RET,ENC,PPP ,PLUS,0,0,0,0,400,K,3,2,X,CL ,ECH ,2013015,01/01/1900,01/01/1900,07/29/2019,01/01/1900,06/15/2019,01/01/1900,08/20/2018,09/02/2019,277000,07/17/2018,01/01/1900,09/02/2019,09/23/1990,0,7,0,5,07/19/2019,T,07/29/2019,06/17/2019,09/20/2019,2,0,91029,0,59151,0,0,19717,19717,216887,0,0,0,-39434,-6306,-33128,0,0,0,256321,504,504,1,0,0,7.70778e+23,7,0,06/01/2019,01/01/1900,01/01/1900,01/01/1900,07/29/2019,1,0,7,8,   ,X,X,20,X,0,01/01/1900,0,130463,130463,1,0,0,0,0,955205,0,0,0,0,0,I,09/09/2019,0,0,0,0,0,506,506,0,955013,2,0,36167,C,134,,,0.0,0.0,2,3,999,13,14,29,2,2019-09
